question,pattern_id,slots_json
"AR9132-BC1E 제품의 설명, 표준원가, 표준판매가는?",PAT_e27f6b5d6d29,"{""part_number"": ""AR9132-BC1E""}"
AR9132-BC1E의 현재 재고 수량은?,PAT_9123093d870a,"{""part_number"": ""AR9132-BC1E""}"
AR9132-BC1E의 초기 재고 수량은?,PAT_23b105890303,"{""part_number"": ""AR9132-BC1E""}"
"AT24C256-10UI-2.7 제품의 설명, 표준원가, 표준판매가는?",PAT_e27f6b5d6d29,"{""part_number"": ""AT24C256-10UI-2.7""}"
AT24C256-10UI-2.7의 현재 재고 수량은?,PAT_9123093d870a,"{""part_number"": ""AT24C256-10UI-2.7""}"
AT24C256-10UI-2.7의 초기 재고 수량은?,PAT_23b105890303,"{""part_number"": ""AT24C256-10UI-2.7""}"
"AT24C256U2-10UI-2.7 제품의 설명, 표준원가, 표준판매가는?",PAT_e27f6b5d6d29,"{""part_number"": ""AT24C256U2-10UI-2.7""}"
AT24C256U2-10UI-2.7의 현재 재고 수량은?,PAT_9123093d870a,"{""part_number"": ""AT24C256U2-10UI-2.7""}"
AT24C256U2-10UI-2.7의 초기 재고 수량은?,PAT_23b105890303,"{""part_number"": ""AT24C256U2-10UI-2.7""}"
"AT45DB041B-CU 제품의 설명, 표준원가, 표준판매가는?",PAT_e27f6b5d6d29,"{""part_number"": ""AT45DB041B-CU""}"
AT45DB041B-CU의 현재 재고 수량은?,PAT_9123093d870a,"{""part_number"": ""AT45DB041B-CU""}"
AT45DB041B-CU의 초기 재고 수량은?,PAT_23b105890303,"{""part_number"": ""AT45DB041B-CU""}"
"AT49HBV010-90TC 제품의 설명, 표준원가, 표준판매가는?",PAT_e27f6b5d6d29,"{""part_number"": ""AT49HBV010-90TC""}"
AT49HBV010-90TC의 현재 재고 수량은?,PAT_9123093d870a,"{""part_number"": ""AT49HBV010-90TC""}"
AT49HBV010-90TC의 초기 재고 수량은?,PAT_23b105890303,"{""part_number"": ""AT49HBV010-90TC""}"
"AT89C5130A-PUTUM 제품의 설명, 표준원가, 표준판매가는?",PAT_e27f6b5d6d29,"{""part_number"": ""AT89C5130A-PUTUM""}"
AT89C5130A-PUTUM의 현재 재고 수량은?,PAT_9123093d870a,"{""part_number"": ""AT89C5130A-PUTUM""}"
AT89C5130A-PUTUM의 초기 재고 수량은?,PAT_23b105890303,"{""part_number"": ""AT89C5130A-PUTUM""}"
"AT91FR40162SB-CI 제품의 설명, 표준원가, 표준판매가는?",PAT_e27f6b5d6d29,"{""part_number"": ""AT91FR40162SB-CI""}"
AT91FR40162SB-CI의 현재 재고 수량은?,PAT_9123093d870a,"{""part_number"": ""AT91FR40162SB-CI""}"
AT91FR40162SB-CI의 초기 재고 수량은?,PAT_23b105890303,"{""part_number"": ""AT91FR40162SB-CI""}"
"AT91SAM7SE32-CU-999 제품의 설명, 표준원가, 표준판매가는?",PAT_e27f6b5d6d29,"{""part_number"": ""AT91SAM7SE32-CU-999""}"
AT91SAM7SE32-CU-999의 현재 재고 수량은?,PAT_9123093d870a,"{""part_number"": ""AT91SAM7SE32-CU-999""}"
AT91SAM7SE32-CU-999의 초기 재고 수량은?,PAT_23b105890303,"{""part_number"": ""AT91SAM7SE32-CU-999""}"
"AT91SAM9260 제품의 설명, 표준원가, 표준판매가는?",PAT_e27f6b5d6d29,"{""part_number"": ""AT91SAM9260""}"
AT91SAM9260의 현재 재고 수량은?,PAT_9123093d870a,"{""part_number"": ""AT91SAM9260""}"
AT91SAM9260의 초기 재고 수량은?,PAT_23b105890303,"{""part_number"": ""AT91SAM9260""}"
"ATMEGA88PB-MN 제품의 설명, 표준원가, 표준판매가는?",PAT_e27f6b5d6d29,"{""part_number"": ""ATMEGA88PB-MN""}"
ATMEGA88PB-MN의 현재 재고 수량은?,PAT_9123093d870a,"{""part_number"": ""ATMEGA88PB-MN""}"
ATMEGA88PB-MN의 초기 재고 수량은?,PAT_23b105890303,"{""part_number"": ""ATMEGA88PB-MN""}"
"ATXMEGA16D4-MH 제품의 설명, 표준원가, 표준판매가는?",PAT_e27f6b5d6d29,"{""part_number"": ""ATXMEGA16D4-MH""}"
ATXMEGA16D4-MH의 현재 재고 수량은?,PAT_9123093d870a,"{""part_number"": ""ATXMEGA16D4-MH""}"
ATXMEGA16D4-MH의 초기 재고 수량은?,PAT_23b105890303,"{""part_number"": ""ATXMEGA16D4-MH""}"
"AU1000-266MCC 제품의 설명, 표준원가, 표준판매가는?",PAT_e27f6b5d6d29,"{""part_number"": ""AU1000-266MCC""}"
AU1000-266MCC의 현재 재고 수량은?,PAT_9123093d870a,"{""part_number"": ""AU1000-266MCC""}"
AU1000-266MCC의 초기 재고 수량은?,PAT_23b105890303,"{""part_number"": ""AU1000-266MCC""}"
"AU80586GE025D 제품의 설명, 표준원가, 표준판매가는?",PAT_e27f6b5d6d29,"{""part_number"": ""AU80586GE025D""}"
AU80586GE025D의 현재 재고 수량은?,PAT_9123093d870a,"{""part_number"": ""AU80586GE025D""}"
AU80586GE025D의 초기 재고 수량은?,PAT_23b105890303,"{""part_number"": ""AU80586GE025D""}"
"AX1000-2FG676I 제품의 설명, 표준원가, 표준판매가는?",PAT_e27f6b5d6d29,"{""part_number"": ""AX1000-2FG676I""}"
AX1000-2FG676I의 현재 재고 수량은?,PAT_9123093d870a,"{""part_number"": ""AX1000-2FG676I""}"
AX1000-2FG676I의 초기 재고 수량은?,PAT_23b105890303,"{""part_number"": ""AX1000-2FG676I""}"
"BCM1125HA4K600 제품의 설명, 표준원가, 표준판매가는?",PAT_e27f6b5d6d29,"{""part_number"": ""BCM1125HA4K600""}"
BCM1125HA4K600의 현재 재고 수량은?,PAT_9123093d870a,"{""part_number"": ""BCM1125HA4K600""}"
BCM1125HA4K600의 초기 재고 수량은?,PAT_23b105890303,"{""part_number"": ""BCM1125HA4K600""}"
"BCM21000A3KPB 제품의 설명, 표준원가, 표준판매가는?",PAT_e27f6b5d6d29,"{""part_number"": ""BCM21000A3KPB""}"
BCM21000A3KPB의 현재 재고 수량은?,PAT_9123093d870a,"{""part_number"": ""BCM21000A3KPB""}"
BCM21000A3KPB의 초기 재고 수량은?,PAT_23b105890303,"{""part_number"": ""BCM21000A3KPB""}"
"BCM3341A0KPBG 제품의 설명, 표준원가, 표준판매가는?",PAT_e27f6b5d6d29,"{""part_number"": ""BCM3341A0KPBG""}"
BCM3341A0KPBG의 현재 재고 수량은?,PAT_9123093d870a,"{""part_number"": ""BCM3341A0KPBG""}"
BCM3341A0KPBG의 초기 재고 수량은?,PAT_23b105890303,"{""part_number"": ""BCM3341A0KPBG""}"
"BCM3361KPBG 제품의 설명, 표준원가, 표준판매가는?",PAT_e27f6b5d6d29,"{""part_number"": ""BCM3361KPBG""}"
BCM3361KPBG의 현재 재고 수량은?,PAT_9123093d870a,"{""part_number"": ""BCM3361KPBG""}"
BCM3361KPBG의 초기 재고 수량은?,PAT_23b105890303,"{""part_number"": ""BCM3361KPBG""}"
"BCM3378KFBG 제품의 설명, 표준원가, 표준판매가는?",PAT_e27f6b5d6d29,"{""part_number"": ""BCM3378KFBG""}"
BCM3378KFBG의 현재 재고 수량은?,PAT_9123093d870a,"{""part_number"": ""BCM3378KFBG""}"
BCM3378KFBG의 초기 재고 수량은?,PAT_23b105890303,"{""part_number"": ""BCM3378KFBG""}"
"BCM3380DKFSBG 제품의 설명, 표준원가, 표준판매가는?",PAT_e27f6b5d6d29,"{""part_number"": ""BCM3380DKFSBG""}"
BCM3380DKFSBG의 현재 재고 수량은?,PAT_9123093d870a,"{""part_number"": ""BCM3380DKFSBG""}"
BCM3380DKFSBG의 초기 재고 수량은?,PAT_23b105890303,"{""part_number"": ""BCM3380DKFSBG""}"
"BCM3390ZKFSBG 제품의 설명, 표준원가, 표준판매가는?",PAT_e27f6b5d6d29,"{""part_number"": ""BCM3390ZKFSBG""}"
BCM3390ZKFSBG의 현재 재고 수량은?,PAT_9123093d870a,"{""part_number"": ""BCM3390ZKFSBG""}"
BCM3390ZKFSBG의 초기 재고 수량은?,PAT_23b105890303,"{""part_number"": ""BCM3390ZKFSBG""}"
"BCM3390ZRKFSBG 제품의 설명, 표준원가, 표준판매가는?",PAT_e27f6b5d6d29,"{""part_number"": ""BCM3390ZRKFSBG""}"
BCM3390ZRKFSBG의 현재 재고 수량은?,PAT_9123093d870a,"{""part_number"": ""BCM3390ZRKFSBG""}"
BCM3390ZRKFSBG의 초기 재고 수량은?,PAT_23b105890303,"{""part_number"": ""BCM3390ZRKFSBG""}"
"BCM3556FKFSB5G 제품의 설명, 표준원가, 표준판매가는?",PAT_e27f6b5d6d29,"{""part_number"": ""BCM3556FKFSB5G""}"
BCM3556FKFSB5G의 현재 재고 수량은?,PAT_9123093d870a,"{""part_number"": ""BCM3556FKFSB5G""}"
BCM3556FKFSB5G의 초기 재고 수량은?,PAT_23b105890303,"{""part_number"": ""BCM3556FKFSB5G""}"
"BCM4752IUB2G 제품의 설명, 표준원가, 표준판매가는?",PAT_e27f6b5d6d29,"{""part_number"": ""BCM4752IUB2G""}"
BCM4752IUB2G의 현재 재고 수량은?,PAT_9123093d870a,"{""part_number"": ""BCM4752IUB2G""}"
BCM4752IUB2G의 초기 재고 수량은?,PAT_23b105890303,"{""part_number"": ""BCM4752IUB2G""}"
"BCM5228BA4KPBG 제품의 설명, 표준원가, 표준판매가는?",PAT_e27f6b5d6d29,"{""part_number"": ""BCM5228BA4KPBG""}"
BCM5228BA4KPBG의 현재 재고 수량은?,PAT_9123093d870a,"{""part_number"": ""BCM5228BA4KPBG""}"
BCM5228BA4KPBG의 초기 재고 수량은?,PAT_23b105890303,"{""part_number"": ""BCM5228BA4KPBG""}"
"BCM5228FA4KPFG 제품의 설명, 표준원가, 표준판매가는?",PAT_e27f6b5d6d29,"{""part_number"": ""BCM5228FA4KPFG""}"
BCM5228FA4KPFG의 현재 재고 수량은?,PAT_9123093d870a,"{""part_number"": ""BCM5228FA4KPFG""}"
BCM5228FA4KPFG의 초기 재고 수량은?,PAT_23b105890303,"{""part_number"": ""BCM5228FA4KPFG""}"
"BCM5248XA2KFB 제품의 설명, 표준원가, 표준판매가는?",PAT_e27f6b5d6d29,"{""part_number"": ""BCM5248XA2KFB""}"
BCM5248XA2KFB의 현재 재고 수량은?,PAT_9123093d870a,"{""part_number"": ""BCM5248XA2KFB""}"
BCM5248XA2KFB의 초기 재고 수량은?,PAT_23b105890303,"{""part_number"": ""BCM5248XA2KFB""}"
"BCM5266A0KFBG 제품의 설명, 표준원가, 표준판매가는?",PAT_e27f6b5d6d29,"{""part_number"": ""BCM5266A0KFBG""}"
BCM5266A0KFBG의 현재 재고 수량은?,PAT_9123093d870a,"{""part_number"": ""BCM5266A0KFBG""}"
BCM5266A0KFBG의 초기 재고 수량은?,PAT_23b105890303,"{""part_number"": ""BCM5266A0KFBG""}"
"BCM5321MKPBG 제품의 설명, 표준원가, 표준판매가는?",PAT_e27f6b5d6d29,"{""part_number"": ""BCM5321MKPBG""}"
BCM5321MKPBG의 현재 재고 수량은?,PAT_9123093d870a,"{""part_number"": ""BCM5321MKPBG""}"
BCM5321MKPBG의 초기 재고 수량은?,PAT_23b105890303,"{""part_number"": ""BCM5321MKPBG""}"
"BCM5324MKPB 제품의 설명, 표준원가, 표준판매가는?",PAT_e27f6b5d6d29,"{""part_number"": ""BCM5324MKPB""}"
BCM5324MKPB의 현재 재고 수량은?,PAT_9123093d870a,"{""part_number"": ""BCM5324MKPB""}"
BCM5324MKPB의 초기 재고 수량은?,PAT_23b105890303,"{""part_number"": ""BCM5324MKPB""}"
"BCM53312SB0KPBG 제품의 설명, 표준원가, 표준판매가는?",PAT_e27f6b5d6d29,"{""part_number"": ""BCM53312SB0KPBG""}"
BCM53312SB0KPBG의 현재 재고 수량은?,PAT_9123093d870a,"{""part_number"": ""BCM53312SB0KPBG""}"
BCM53312SB0KPBG의 초기 재고 수량은?,PAT_23b105890303,"{""part_number"": ""BCM53312SB0KPBG""}"
"BCM5352KPBG 제품의 설명, 표준원가, 표준판매가는?",PAT_e27f6b5d6d29,"{""part_number"": ""BCM5352KPBG""}"
BCM5352KPBG의 현재 재고 수량은?,PAT_9123093d870a,"{""part_number"": ""BCM5352KPBG""}"
BCM5352KPBG의 초기 재고 수량은?,PAT_23b105890303,"{""part_number"": ""BCM5352KPBG""}"
"BCM5354KFBG 제품의 설명, 표준원가, 표준판매가는?",PAT_e27f6b5d6d29,"{""part_number"": ""BCM5354KFBG""}"
BCM5354KFBG의 현재 재고 수량은?,PAT_9123093d870a,"{""part_number"": ""BCM5354KFBG""}"
BCM5354KFBG의 초기 재고 수량은?,PAT_23b105890303,"{""part_number"": ""BCM5354KFBG""}"
"BCM5387IFBG 제품의 설명, 표준원가, 표준판매가는?",PAT_e27f6b5d6d29,"{""part_number"": ""BCM5387IFBG""}"
BCM5387IFBG의 현재 재고 수량은?,PAT_9123093d870a,"{""part_number"": ""BCM5387IFBG""}"
BCM5387IFBG의 초기 재고 수량은?,PAT_23b105890303,"{""part_number"": ""BCM5387IFBG""}"
"BCM5389IFB 제품의 설명, 표준원가, 표준판매가는?",PAT_e27f6b5d6d29,"{""part_number"": ""BCM5389IFB""}"
BCM5389IFB의 현재 재고 수량은?,PAT_9123093d870a,"{""part_number"": ""BCM5389IFB""}"
BCM5389IFB의 초기 재고 수량은?,PAT_23b105890303,"{""part_number"": ""BCM5389IFB""}"
"BCM5389KFB 제품의 설명, 표준원가, 표준판매가는?",PAT_e27f6b5d6d29,"{""part_number"": ""BCM5389KFB""}"
BCM5389KFB의 현재 재고 수량은?,PAT_9123093d870a,"{""part_number"": ""BCM5389KFB""}"
BCM5389KFB의 초기 재고 수량은?,PAT_23b105890303,"{""part_number"": ""BCM5389KFB""}"
"BCM54610KFBG 제품의 설명, 표준원가, 표준판매가는?",PAT_e27f6b5d6d29,"{""part_number"": ""BCM54610KFBG""}"
BCM54610KFBG의 현재 재고 수량은?,PAT_9123093d870a,"{""part_number"": ""BCM54610KFBG""}"
BCM54610KFBG의 초기 재고 수량은?,PAT_23b105890303,"{""part_number"": ""BCM54610KFBG""}"
"BCM54616SC0KFBG 제품의 설명, 표준원가, 표준판매가는?",PAT_e27f6b5d6d29,"{""part_number"": ""BCM54616SC0KFBG""}"
BCM54616SC0KFBG의 현재 재고 수량은?,PAT_9123093d870a,"{""part_number"": ""BCM54616SC0KFBG""}"
BCM54616SC0KFBG의 초기 재고 수량은?,PAT_23b105890303,"{""part_number"": ""BCM54616SC0KFBG""}"
"BCM54640EB2IFBG 제품의 설명, 표준원가, 표준판매가는?",PAT_e27f6b5d6d29,"{""part_number"": ""BCM54640EB2IFBG""}"
BCM54640EB2IFBG의 현재 재고 수량은?,PAT_9123093d870a,"{""part_number"": ""BCM54640EB2IFBG""}"
BCM54640EB2IFBG의 초기 재고 수량은?,PAT_23b105890303,"{""part_number"": ""BCM54640EB2IFBG""}"
"BCM5464RA1KFB 제품의 설명, 표준원가, 표준판매가는?",PAT_e27f6b5d6d29,"{""part_number"": ""BCM5464RA1KFB""}"
BCM5464RA1KFB의 현재 재고 수량은?,PAT_9123093d870a,"{""part_number"": ""BCM5464RA1KFB""}"
BCM5464RA1KFB의 초기 재고 수량은?,PAT_23b105890303,"{""part_number"": ""BCM5464RA1KFB""}"
"BCM5464SRA1KFBG 제품의 설명, 표준원가, 표준판매가는?",PAT_e27f6b5d6d29,"{""part_number"": ""BCM5464SRA1KFBG""}"
BCM5464SRA1KFBG의 현재 재고 수량은?,PAT_9123093d870a,"{""part_number"": ""BCM5464SRA1KFBG""}"
BCM5464SRA1KFBG의 초기 재고 수량은?,PAT_23b105890303,"{""part_number"": ""BCM5464SRA1KFBG""}"
"BCM5481UA2IML 제품의 설명, 표준원가, 표준판매가는?",PAT_e27f6b5d6d29,"{""part_number"": ""BCM5481UA2IML""}"
BCM5481UA2IML의 현재 재고 수량은?,PAT_9123093d870a,"{""part_number"": ""BCM5481UA2IML""}"
BCM5481UA2IML의 초기 재고 수량은?,PAT_23b105890303,"{""part_number"": ""BCM5481UA2IML""}"
"BCM5482A1KFBG 제품의 설명, 표준원가, 표준판매가는?",PAT_e27f6b5d6d29,"{""part_number"": ""BCM5482A1KFBG""}"
BCM5482A1KFBG의 현재 재고 수량은?,PAT_9123093d870a,"{""part_number"": ""BCM5482A1KFBG""}"
BCM5482A1KFBG의 초기 재고 수량은?,PAT_23b105890303,"{""part_number"": ""BCM5482A1KFBG""}"
"BCM5482SA1KFB 제품의 설명, 표준원가, 표준판매가는?",PAT_e27f6b5d6d29,"{""part_number"": ""BCM5482SA1KFB""}"
BCM5482SA1KFB의 현재 재고 수량은?,PAT_9123093d870a,"{""part_number"": ""BCM5482SA1KFB""}"
BCM5482SA1KFB의 초기 재고 수량은?,PAT_23b105890303,"{""part_number"": ""BCM5482SA1KFB""}"
"BCM56115A0IFEBG 제품의 설명, 표준원가, 표준판매가는?",PAT_e27f6b5d6d29,"{""part_number"": ""BCM56115A0IFEBG""}"
BCM56115A0IFEBG의 현재 재고 수량은?,PAT_9123093d870a,"{""part_number"": ""BCM56115A0IFEBG""}"
BCM56115A0IFEBG의 초기 재고 수량은?,PAT_23b105890303,"{""part_number"": ""BCM56115A0IFEBG""}"
"BCM5646B0KPB 제품의 설명, 표준원가, 표준판매가는?",PAT_e27f6b5d6d29,"{""part_number"": ""BCM5646B0KPB""}"
BCM5646B0KPB의 현재 재고 수량은?,PAT_9123093d870a,"{""part_number"": ""BCM5646B0KPB""}"
BCM5646B0KPB의 초기 재고 수량은?,PAT_23b105890303,"{""part_number"": ""BCM5646B0KPB""}"
"BCM5650IPB 제품의 설명, 표준원가, 표준판매가는?",PAT_e27f6b5d6d29,"{""part_number"": ""BCM5650IPB""}"
BCM5650IPB의 현재 재고 수량은?,PAT_9123093d870a,"{""part_number"": ""BCM5650IPB""}"
BCM5650IPB의 초기 재고 수량은?,PAT_23b105890303,"{""part_number"": ""BCM5650IPB""}"
"BCM5650KPBG 제품의 설명, 표준원가, 표준판매가는?",PAT_e27f6b5d6d29,"{""part_number"": ""BCM5650KPBG""}"
BCM5650KPBG의 현재 재고 수량은?,PAT_9123093d870a,"{""part_number"": ""BCM5650KPBG""}"
BCM5650KPBG의 초기 재고 수량은?,PAT_23b105890303,"{""part_number"": ""BCM5650KPBG""}"
"BCM5656KPBG 제품의 설명, 표준원가, 표준판매가는?",PAT_e27f6b5d6d29,"{""part_number"": ""BCM5656KPBG""}"
BCM5656KPBG의 현재 재고 수량은?,PAT_9123093d870a,"{""part_number"": ""BCM5656KPBG""}"
BCM5656KPBG의 초기 재고 수량은?,PAT_23b105890303,"{""part_number"": ""BCM5656KPBG""}"
"BCM5680B2KTB 제품의 설명, 표준원가, 표준판매가는?",PAT_e27f6b5d6d29,"{""part_number"": ""BCM5680B2KTB""}"
BCM5680B2KTB의 현재 재고 수량은?,PAT_9123093d870a,"{""part_number"": ""BCM5680B2KTB""}"
BCM5680B2KTB의 초기 재고 수량은?,PAT_23b105890303,"{""part_number"": ""BCM5680B2KTB""}"
"BCM56842LA1IFRBG 제품의 설명, 표준원가, 표준판매가는?",PAT_e27f6b5d6d29,"{""part_number"": ""BCM56842LA1IFRBG""}"
BCM56842LA1IFRBG의 현재 재고 수량은?,PAT_9123093d870a,"{""part_number"": ""BCM56842LA1IFRBG""}"
BCM56842LA1IFRBG의 초기 재고 수량은?,PAT_23b105890303,"{""part_number"": ""BCM56842LA1IFRBG""}"
"BCM5693A2KEBG 제품의 설명, 표준원가, 표준판매가는?",PAT_e27f6b5d6d29,"{""part_number"": ""BCM5693A2KEBG""}"
BCM5693A2KEBG의 현재 재고 수량은?,PAT_9123093d870a,"{""part_number"": ""BCM5693A2KEBG""}"
BCM5693A2KEBG의 초기 재고 수량은?,PAT_23b105890303,"{""part_number"": ""BCM5693A2KEBG""}"
"BCM5709SC0KPBG 제품의 설명, 표준원가, 표준판매가는?",PAT_e27f6b5d6d29,"{""part_number"": ""BCM5709SC0KPBG""}"
BCM5709SC0KPBG의 현재 재고 수량은?,PAT_9123093d870a,"{""part_number"": ""BCM5709SC0KPBG""}"
BCM5709SC0KPBG의 초기 재고 수량은?,PAT_23b105890303,"{""part_number"": ""BCM5709SC0KPBG""}"
"BCM5753KFBG 제품의 설명, 표준원가, 표준판매가는?",PAT_e27f6b5d6d29,"{""part_number"": ""BCM5753KFBG""}"
BCM5753KFBG의 현재 재고 수량은?,PAT_9123093d870a,"{""part_number"": ""BCM5753KFBG""}"
BCM5753KFBG의 초기 재고 수량은?,PAT_23b105890303,"{""part_number"": ""BCM5753KFBG""}"
"BCM63138DVKFSBG 제품의 설명, 표준원가, 표준판매가는?",PAT_e27f6b5d6d29,"{""part_number"": ""BCM63138DVKFSBG""}"
BCM63138DVKFSBG의 현재 재고 수량은?,PAT_9123093d870a,"{""part_number"": ""BCM63138DVKFSBG""}"
BCM63138DVKFSBG의 초기 재고 수량은?,PAT_23b105890303,"{""part_number"": ""BCM63138DVKFSBG""}"
"BCM6506IFBG 제품의 설명, 표준원가, 표준판매가는?",PAT_e27f6b5d6d29,"{""part_number"": ""BCM6506IFBG""}"
BCM6506IFBG의 현재 재고 수량은?,PAT_9123093d870a,"{""part_number"": ""BCM6506IFBG""}"
BCM6506IFBG의 초기 재고 수량은?,PAT_23b105890303,"{""part_number"": ""BCM6506IFBG""}"
"BCM6512IPBG 제품의 설명, 표준원가, 표준판매가는?",PAT_e27f6b5d6d29,"{""part_number"": ""BCM6512IPBG""}"
BCM6512IPBG의 현재 재고 수량은?,PAT_9123093d870a,"{""part_number"": ""BCM6512IPBG""}"
BCM6512IPBG의 초기 재고 수량은?,PAT_23b105890303,"{""part_number"": ""BCM6512IPBG""}"
"BCM6522IPBG 제품의 설명, 표준원가, 표준판매가는?",PAT_e27f6b5d6d29,"{""part_number"": ""BCM6522IPBG""}"
BCM6522IPBG의 현재 재고 수량은?,PAT_9123093d870a,"{""part_number"": ""BCM6522IPBG""}"
BCM6522IPBG의 초기 재고 수량은?,PAT_23b105890303,"{""part_number"": ""BCM6522IPBG""}"
"BCM6550IPB1G 제품의 설명, 표준원가, 표준판매가는?",PAT_e27f6b5d6d29,"{""part_number"": ""BCM6550IPB1G""}"
BCM6550IPB1G의 현재 재고 수량은?,PAT_9123093d870a,"{""part_number"": ""BCM6550IPB1G""}"
BCM6550IPB1G의 초기 재고 수량은?,PAT_23b105890303,"{""part_number"": ""BCM6550IPB1G""}"
"BCM7019ZKFEB03G 제품의 설명, 표준원가, 표준판매가는?",PAT_e27f6b5d6d29,"{""part_number"": ""BCM7019ZKFEB03G""}"
BCM7019ZKFEB03G의 현재 재고 수량은?,PAT_9123093d870a,"{""part_number"": ""BCM7019ZKFEB03G""}"
BCM7019ZKFEB03G의 초기 재고 수량은?,PAT_23b105890303,"{""part_number"": ""BCM7019ZKFEB03G""}"
"BCM7241BRKFEBA01G 제품의 설명, 표준원가, 표준판매가는?",PAT_e27f6b5d6d29,"{""part_number"": ""BCM7241BRKFEBA01G""}"
BCM7241BRKFEBA01G의 현재 재고 수량은?,PAT_9123093d870a,"{""part_number"": ""BCM7241BRKFEBA01G""}"
BCM7241BRKFEBA01G의 초기 재고 수량은?,PAT_23b105890303,"{""part_number"": ""BCM7241BRKFEBA01G""}"
"BCM7313SKPB8G 제품의 설명, 표준원가, 표준판매가는?",PAT_e27f6b5d6d29,"{""part_number"": ""BCM7313SKPB8G""}"
BCM7313SKPB8G의 현재 재고 수량은?,PAT_9123093d870a,"{""part_number"": ""BCM7313SKPB8G""}"
BCM7313SKPB8G의 초기 재고 수량은?,PAT_23b105890303,"{""part_number"": ""BCM7313SKPB8G""}"
"BCM7401RKPB33G 제품의 설명, 표준원가, 표준판매가는?",PAT_e27f6b5d6d29,"{""part_number"": ""BCM7401RKPB33G""}"
BCM7401RKPB33G의 현재 재고 수량은?,PAT_9123093d870a,"{""part_number"": ""BCM7401RKPB33G""}"
BCM7401RKPB33G의 초기 재고 수량은?,PAT_23b105890303,"{""part_number"": ""BCM7401RKPB33G""}"
"BCM7405XKFEBB01G 제품의 설명, 표준원가, 표준판매가는?",PAT_e27f6b5d6d29,"{""part_number"": ""BCM7405XKFEBB01G""}"
BCM7405XKFEBB01G의 현재 재고 수량은?,PAT_9123093d870a,"{""part_number"": ""BCM7405XKFEBB01G""}"
BCM7405XKFEBB01G의 초기 재고 수량은?,PAT_23b105890303,"{""part_number"": ""BCM7405XKFEBB01G""}"
"BCM74371CUKFEBA1G 제품의 설명, 표준원가, 표준판매가는?",PAT_e27f6b5d6d29,"{""part_number"": ""BCM74371CUKFEBA1G""}"
BCM74371CUKFEBA1G의 현재 재고 수량은?,PAT_9123093d870a,"{""part_number"": ""BCM74371CUKFEBA1G""}"
BCM74371CUKFEBA1G의 초기 재고 수량은?,PAT_23b105890303,"{""part_number"": ""BCM74371CUKFEBA1G""}"
"BCM7601YKFEBG 제품의 설명, 표준원가, 표준판매가는?",PAT_e27f6b5d6d29,"{""part_number"": ""BCM7601YKFEBG""}"
BCM7601YKFEBG의 현재 재고 수량은?,PAT_9123093d870a,"{""part_number"": ""BCM7601YKFEBG""}"
BCM7601YKFEBG의 초기 재고 수량은?,PAT_23b105890303,"{""part_number"": ""BCM7601YKFEBG""}"
"BCM8040A2KPBG 제품의 설명, 표준원가, 표준판매가는?",PAT_e27f6b5d6d29,"{""part_number"": ""BCM8040A2KPBG""}"
BCM8040A2KPBG의 현재 재고 수량은?,PAT_9123093d870a,"{""part_number"": ""BCM8040A2KPBG""}"
BCM8040A2KPBG의 초기 재고 수량은?,PAT_23b105890303,"{""part_number"": ""BCM8040A2KPBG""}"
